countryiso3code,date,value,unit,obs_status,decimal,indicator_id,indicator_value,country_id,country_value
IRN,2004,187754571247.666,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,2003,151911222119.488,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,2002,128626917503.72,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,2001,126878750295.944,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,2000,109591707802.216,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1999,113848450088.351,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1998,110276913362.508,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1997,113919163421.155,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1996,120403931885.441,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1995,96419225743.6737,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1994,71841461172.5964,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1993,63743623232.012,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1992,119768691216.667,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1991,131637664958.014,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1990,124813263926.225,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1989,120496362916.271,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1988,123057861333.908,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1987,134009995923.169,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1986,209094561833.48,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1985,180183629599.684,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1984,162276728619.519,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1983,156365156618.241,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1982,125948756439.485,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1981,100499312749.923,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1980,94362275580.0229,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1979,90391877325.9285,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1978,77994316621.4814,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1977,80600122701.9632,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1976,68055295080.7538,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1975,51776222349.8869,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1974,46209092072.1383,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1973,27081698249.5083,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1972,17153463263.1086,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1971,13731802833.0363,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1970,10976245153.5894,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1969,9743089607.49587,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1968,8623172959.89803,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1967,7555383690.16,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1966,6789938671.75094,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1965,6197319929.04038,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1964,5379845647.70139,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1963,4928628018.38759,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1962,4693566416.48346,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1961,4426949094.8403,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
IRN,1960,4199134389.9037,,,0,NY.GDP.MKTP.CD,GDP (current US$),IR,"Iran, Islamic Rep."
